"commentId","url","companyName","jobTitle","fullPartTime","textBlock"
"11616080","","Netflix","","","<p>Senior Android Engineer - Los Gatos, CA"
"11612518","serverless.com","Serverless, Inc ","","FULL TIME","<p>We started with the open-source Serverless Framework (<a href=""http://www.serverless.com"" rel=""nofollow"">http://www.serverless.com</a>), we raised a great seed round, and now we're building more awesome tooling to help individuals and teams build serverless, event-driven architectures using AWS Lambda, Google CloudFunctions, Azure Functions and more."
"11612025","http://www.true.nl/","True B.V. ","","","<p>* Network engineer (<a href=""https://www.true.nl/over-true/vacatures/netwerk-engineer/"" rel=""nofollow"">https://www.true.nl/over-true/vacatures/netwerk-engineer/</a>)"
"11623319","http://grnh.se/ju7o6c","Location Labs","","","<p>Our current team is skilled, but we are looking for someone who can take our troubleshooting and infrastructure design to the next level.  As a Senior Systems Administrator, you will be able to join the team and immediately contribute to Location Labs' success.  Our team is in constant communication with all the other departments in the company to enable them to design, deploy, and maintain the best software possible."
"11613500","","Python Web Developer ","","","<p>Help shape the future of the travel industry at Andrew Harper. We are currently converting our existing framework into a more flexible and robust platform in order to generate and serve more relevant insights to our travelers. Join our small, high-caliber team as we attempt to leapfrog the industry standards and bring travel technology into the future."
"11619435","","","","","<html><body><p>Boston MA (US, REMOTE) 
What: Software-as-a-Service, Java, Android (Play Frameworks), microservices, tiered web application, full-stack, AngularJS
$ Competitive Compensation, Base + Equity, MacBook Pro, Health, Unlimited Vacation
Interview Process: Phone Screen, Blind Phone Interview- Technical, Onsite Technical &amp; Culture Interview<p>We work extensively with Android, iOS, and web front ends, using Java (Play framework) back end infrastructure on Heroku.  We work hard to provide a well designed user interface for our customers and to provide the infrastructure stability necessary so that this complex distributed system ""just works"".  We need talented engineers to build and maintain the highest quality product as our vision moves forward.
<i>Open to hiring Remotely
</i>Use consumer and enterprise facing software
*no politics
Where to apply: pos.toasttab.com/Careers
Who we want: Senior Software Engineers, Architects who code."
"11613642","xselltechnologies.com","XSELL Technologies "," Fulltime Software Engineers ","","<p>XSELL Technologies is a small team in Chicago's West Loop building cutting-edge natural language tools to assist digital sales conversations."
"11612530","https://www.hellosign.com","HelloSign (https://www.hellosign.com) ","","FULL TIME","<p>- Customer Success Manager: <a href=""https://boards.greenhouse.io/hellosign/jobs/153729#.Vyd5p5MrIUE"" rel=""nofollow"">https://boards.greenhouse.io/hellosign/jobs/153729#.Vyd5p5Mr...</a>"
"11613675","","Hipmunk","","","<p>San Francisco, CA - close to Caltrain Onsite preferred though we've hired remote folks before. Visa transfers ok and we support new green cards. New visas only if straightforward (like Canada)."
"11622838","http://basecase.com","BaseCase "," Software Engineer ","","<p>Our primary product is a sophisticated web application which allows non-developers create interactive presentations."
"11617508","","Imgur ","","FULL TIME","<p>Imgur is the best place to share and enjoy the most awesome images on the Internet. Every day, millions of people use Imgur to be entertained and inspired by funny, heartwarming and helpful images and stories from all around the world. Come have an impact on the lives of millions of people, while working in a fun and collaborative environment. We have a small engineering team, so each engineer is responsible for solving challenges at a massive scale. Our interview process is short and sweet. It consists of a phone screen with a recruiter, followed by a Skype coding interview, followed by a half day on site interview."
"11615534","https://operationspark.org","Operation Spark (https://operationspark.org) ","","FULL TIME","<p>Position: Instructor"
"11612020","https://ziprecruiter.com","","","","<html><body><p>ZipRecruiter - <a href=""https://ziprecruiter.com"" rel=""nofollow"">https://ziprecruiter.com</a> - Santa Monica (LA area) - Tel Aviv - REMOTE (in USA) OK for some positions<p>Our goal is to create the best online services for filling and finding jobs.  We bootstrapped for the first four years, growing to 100+ employees.  In 2014, we raised $63M led by Institutional Venture Partners."
"11613486","","AppFormix ","","FULL TIME","<p>Full Stack Developer"
"11614040","","Jupiter Technologies Corp.  ","","FULL TIME","<p>Early stage stealth startup seeks extremely-talented founding engineer to help build a new gateway to the internet.  Founder has a demonstrably strong track record in perhaps the most competitive quantitative field there is, and, in his new field, he expects to win.  Hours will be longer than you would work elsewhere, and, for a period, cash pay, while sufficient, will be lower than you could get elsewhere.  Equity percentage, meaning, control, responsibility, opportunity, learning, and power will all be much better than you could get elsewhere."
"11615336","https://dentally.co","Dentally (https://dentally.co) "," Software Engineers ","","<p>At Dentally we helping improve oral healthcare by building cutting edge, online tools for dentists. Dentally is used by dental practices and patients all over the World."
"11614105","","Six to Start ","","FULL TIME","<p>We make the world's most successful smartphone fitness games with over 3 million players. Every day, we receive emails telling us how our games have literally improved our players' health and, in some cases, even saved their lives. Talk about job satisfaction!"
"11613612","http://www.energyhub.com/","EnergyHub ","","FULL TIME","<p>Like the electricity grid? Want to help keep it running? At EnergyHub, we work with utilities and consumers to turn smart thermostats (and other devices) into virtual power plants, dialing back demand at times of system stress. We save users money, we save utilities headaches, and we save EVERYONE the emission of harmful greenhouse gases. And we do it with - you guessed it - software."
"11614329","http://www.johnhancockdigital.com","John Hancock Digital "," Mobile Engineer (Swift) ","","<p>MOBILE ENGINEER (Swift)"
"11615005","","Exabeam ","","FULL TIME","<p>Sr. Platform Engineer (San Mateo, CA)"
"11620620","","LiquidTalent ","","","<p>LiquidTalent allows you to click a button and request a phone call with awesome hiring companies (for both contract and full-time)."
"11626794","https://pimmr.com","Pimmr ","","","<p>-&gt; <i>We're looking for developers with web frontend experience | € 40-60k | up to 1% | <a href=""https://angel.co/pimmr/jobs"" rel=""nofollow"">https://angel.co/pimmr/jobs</a> </i>"
"11619154","http://www.hare.digital","Hare Digital ","","FULL TIME","<p>We are currently looking for talented, passionate and generally awesome Web Developers who would be excited to work within a team developing a great Software as a Service product. We are modernising the manufacturing industry with our award winning platform Checkpoint which is rolling out to several major manufacturers."
"11615577","","Greenhouse Software ","","","<p>What is Greenhouse? We're a NYC-based startup solving a real-world business problem by helping companies make data-backed hiring decisions and creating the next generation of recruiting &amp; onboarding workflow tools."
