"commentId","url","companyName","jobTitle","fullPartTime","textBlock"
"11820296","http://sensara.tv","Sensara ","","FULL TIME","<p>At Sensara, we make India's best TV Guide and Remote app - Sensy. We use mobile [1], machine learning [2] and hardware [3] to understand TV deeply, solve hard experience problems [4] towards a better TV watching experience in India."
"11820288","","Hillary for America ","","FULL TIME","<p>As a software engineer you can stop Trump. We're hiring all skill sets (frontend, backend, mobile, full-stack, ops) at these levels: mid-level, senior, manager."
"11816913","","Khan Academy ","","FULL TIME","<p>We're bringing a free, world-class education to anyone, anywhere."
"11815632","","Internet Archive ","","FULL TIME","<p>The Internet Archive is a non-profit library with a huge mission: to give everyone access to all knowledge — the books, web pages, audio, television, and softw
are of our shared human culture. Forever. Based in San Francisco, with satellite offices around the world, the Internet Archive's staffers are building the dig
ital library of the future -- a place where we can all go to learn and explore."
"11816635","","SEC ","","","<p>We're building the SEC's next generation analytic platforms to keep our markets safe, effective, and trusted. Come build awesome tools to analyze big data. We do quantitative analysis, machine learning, plus good old fashioned product development. At the end of the day we are creating modern, elegant applications that help our government be more awesome."
"11820191","www.nimbl3.com","","","","<html><body><p>Nimbl3 www.nimbl3.com - ONSITE - Fulltime - Sponsor visa - Bangkok, Thailand | <a href=""https://www.workhiro.com/companies/nimbl3"" rel=""nofollow"">https://www.workhiro.com/companies/nimbl3</a><p>We are a software development studio focused on building products for startups of Asia Pacific Region and Europe. If you want to join us and have fun building projects for prominent startups from Austria, Singapore, Indonesia, Thailand, Malaysia and Hong Kong, join us! Our clients are well-funded, recognised startups and backed by early stage Alibaba investors, Ensogo, DeNA and 500 startups."
"11816642","","Astranis (YC W16) ","","FULL TIME","<p>We’re building small, low-cost telecommunications satellites. Our mission is to help bring the 4 billion people online who are without internet. And to pull it off we have to reinvent 30 GHz radios in space using SDRs."
"11820144","","RightHand Robotics ","","FULL TIME","<p>We're a research-driven startup bringing to market fully integrated picking robots for online order fulfillment. These robots handle thousands of different items quickly, accurately, and automatically, using machine learning rather than manual data entry to build models of customers’ inventory. If you are interested in joining a fast-moving team creating robots to solve real problems, we’d love to hear from you! Please send a cover letter and resume to: talent@righthandrobotics.com (Mention HN!)"
"11820187","","Spartan ","","FULL TIME","<p>Spartan is located in Chattanooga, TN—recently featured in Inc. Magazine as a technology magnet, due in part to our city wide gigabit fiber network. You read right, we have super fast, super cheap internets. Chattanooga is also an outdoor mecca surrounded by mountains and bisected by the Tennessee River. Add to the list a ton of local restaurants, microbreweries, coffee houses, music venues, low cost of living and a walkable metro area with beautiful views and you have a fantastic quality of life."
"11815948","","Software Engineer ","Software Engineer ","","<p>Hey HN, Eric Zhang here, formerly YC W11, current CTO @ Scalable Press. I’m posting because we are bootstrapped and profitable, and we’re hiring software engineers. To give you an idea of what you’d do, one engineer on our team wrote an API that helps print over 10,000 shirts a day. Our stack is node, react, angular, and mongo."
"11815397","","Truth Initiative ","","","<p>Sr Software Engineer - PHP/Python (generally full stack, but light on the frontend development)"
"11815184","","Smartcar "," Backend Engineer ","","<p>I'm an early employee at Smartcar. When I was job hunting back in the October, I looked at early stage startups in interesting spaces like eSports, VR, insurance, automotive etc. Smartcar is an automotive-related startup that's building the developer platform for the connected car."
"11815434","","Cockroach Labs ","","FULL TIME","<p>Cockroach Labs is the company behind CockroachDB, an open-source, distributed relational database written in Go. CockroachDB is scalable, survivable, and strongly consistent - hence the name. The company was founded in 2015 with a mission to Make Data Easy."
"11820174","","Cloud Native Computing Foundation ","","FULL TIME / PART TIME","<p>Looking for a DevOps person with expertise in Docker/OCI and Kubernetes. Knowledge of Terraform, Ansible and Go is a plus."
"11815269","","","Backend Engineer with a love of Python: DENVER ONSITE $100k-$150k and equity (based on experience)","","<html><body><p>Backend Engineer with a love of Python: DENVER ONSITE $100k-$150k and equity (based on experience)<p>Us: At n.io (single letter domain!) we believe there should be seamless connection of any device, any measurable and any signal--unrestricted in volume, real-time and intelligent. The n.io platform empowers that vision."
"11820214","","Peloton Technology ","","FULL TIME","<p>Work on Autonomous Vehicle Technology. It's happening now. 
Check us out at www.peloton-tech.com and email sandra@peloton.com if you know you are good."
"11815670","","MapD ","","","<p>MapD (<a href=""http://www.mapd.com"" rel=""nofollow"">http://www.mapd.com</a>) is a Google Ventures/Nvidia/Verizon Ventures/Vanedge backed Series A startup that builds a lightning-fast GPU-accelerated database and visual analytics platform that takes advantage of the massive parallelism and high memory bandwidth of GPUs. We can literally run queries orders of magnitude faster than other systems and since the results are on the GPUs, we can easily visualize the result sets with the native GPU rendering pipeline. Check out our Tweetmap demo (<a href=""http://www.mapd.com/demos/tweetmap"" rel=""nofollow"">http://www.mapd.com/demos/tweetmap</a>) for an idea of what the system can do."
"11819586","","Calthorpe Analytics "," Back End/Full Stack Software Engineers","","<p>Help us build SimCity for real! We help urban planners answer questions like ""where should we put housing and jobs for the next 1.5 million people in California?"", ""what are the carbon impacts of adopting this transit policy?"" and ""what will the average commute time be in the year 2040?""."
"11815567","https://swiftstack.com","Software Engineer  ","Software Engineer  ","","<p>SwiftStack helps companies address the rapid growth of valuable but unstructured data.  We build an object storage system capable of safely storing many petabytes of data and effectively managing the ecosystem of machines, devices, and drives that it takes to do so.  We do all of this on commodity hardware so that companies can build out storage behind their firewall in a way that is both cost-effective and optimized for them personally."
"11815029","","","","","<html><body><p>Hey, a friendly reminder. All positions pasted here available to search on the map.<p><a href=""https://whoishiring.io/search/27.859/-37.178/2/"" rel=""nofollow"">https://whoishiring.io/search/27.859/-37.178/2/</a>"
"11815499","","Give Lively ","","FULL TIME","<p>We create digital products for social good. Help us make philanthropy an active, conscious, and enjoyable part of people's everyday lives by creating products that help people ""give better""."
"11817119","http://GetLighthouse.com","Lighthouse ","","","<p>## Looking for: Founding Product Engineer"
"11820167","","Cadre ","Software Engineers &amp; Software Engineers in Test","FULL TIME","<p>Cadre is a well funded startup at the intersection of technology and investing. Our mission is to create a more efficient economy by connecting investors with investment opportunities through technology. We are initially focused on investing in high-end commercial estate and are changing how investors find opportunities in this antiquated, massive and opaque industry. We have an incredible team of 30 people. Our culture is engaging, fast-paced, and collaborative. We all very much enjoy each other's company and are looking for individuals who want to love what they do and who they work with."
"11819243","","RF Technology Pty. Ltd ","","","<p>RFT does software defined radio, in the range DC-1GHz, up to 100+ Watts, with an emphasis on private networks for public safety and other critical systems.  We are a ""hard core"" engineering company, doing our own hardware design and manufacturing, and all software from the antenna to the IP packet and back.  We distribute and OEM base stations, PAs and other components around the world."
"11814879","https://www.replicated.com","QA Lead &amp; Core Engineer ","QA Lead &amp; Core Engineer ","","<p>Replicated is building tools to support how enterprise software is built. We are simplifying how cloud based SaaS vendors can ship private cloud and on-premise versions of their software. We are a Series-A stage company based in Los Angeles working great customers including Travis CI, npm, Code Climate, Sysdig, Circle CI and many others. We are a small team looking to grow in some key positions."
"11814884","","MORSE Corp ","","","<p>MORSE develops algorithms and software for operational systems, implementing leading edge technologies for robotics, autonomous air and undersea vehicles, and coordination of human teams."
